text,sentiment,result
"RT @exis10tial: At some point, airlines are going to make sense to allocate into..

I don’t claim to know that specific level, but what I d…",neutral,neutral
"Interesting read on the effects of USO's restructuring as well as increases to margin requirements which happened last week. #stocks #StockMarket #trading #investing #WallStreet #bolsa #BolsaMx #Nifty #sensex  
https://t.co/GTDQdVsBPq https://t.co/ignEhnahGs",positive,negative
"Weekly Newsletter going out Later today!

Outlook for the Market, FAANG &amp; Individual names (big-smallcap) for this week w/ equity/options plays  $SPY $AAPL $AMZN $NFLX $FB etc.. 

Free for Members 
Link to Sign Up for The Month:
https://t.co/Zp4xc5dDO1",positive,neutral
"Short Interest in Utah Medical Products, Inc. $UTMD Increases By 20.7% https://t.co/fvFLHPeXae #stocks",positive,neutral
"If You're Getting a Second Stimulus Check, It'll Probably Happen by Aug. 8 @themotleyfool #stocks  https://t.co/XGjKWQ9KFr",neutral,neutral
"$idex $izea $lk $fb $ibio $dow $spy $tsla $nkla $dkng $aapl $aal $zom $vxrt $ino $shop $aytu $ozsc $tops $ktov $ba $nvda $msft $spy $gnus $aezs $dloc

We alerted $SOLO at $2.5 RAN TO $6.5 700 (200% GAIN!)

Daily Alerts

$15 ONE TIME FEE

BEAT THAT
👇   👇
https://t.co/33NfOdjf0i",positive,negative
"RT @TriggerTrades: Levels 📊 Notes 📝 Trends 📈

$SPY $SPX #ES_F 

⚠️ Massive sell-off today after a false breakout ❌ attempt⚠️ 

Minuette wav…",neutral,negative
"RT @bti_trading: $RIOT $HTGM $BBI
Latest signals given by our algorithm on these stocks on our 1-hour charts.
Join the winning team BTI Mag…",neutral,positive
"STOCKS RECOMMENDED BY US ON 11th MAY 2020.

Vodafone Idea Ltd
#VodafoneIdea #Idea 

#Stocktotrade #Stockstowatch #Stocks #StocksInNews #TopGainer #Stocks #stockmarket #stockinfocus #stockmarketnews #StockTrading https://t.co/L41nqnvqvZ https://t.co/LAjEowOgZL",positive,neutral
"European Stocks push higher as Trade War Threats recede 👌
https://t.co/IybGWMAHHv 👆

#trading #tradingview #forex #eurusd #investing #investor #entrepreneur #stocks #forexlifestyle #wallstreet #forexsignals #business #forextrader #technicalanalysis #millionaire #billionaire https://t.co/5rDzdSegyq",negative,negative
Did $PFE just say they could enroll 30K in the trial in four weeks?,neutral,neutral
"RT @PowerLunch: NJ Governor Phil Murphy adding @Merck CEO Ken Frazier to a commission on restarting the economy.
Here's what he said about…",neutral,neutral
"RT @DeItaOne: COVID-19 VACCINE FROM PFIZER AND BIONTECH SHOWS POSITIVE RESULTS - STAT
$PFE",positive,positive
"RT @moneycontrolcom: #MarketsWithMC | Experts say that these #stocks are likely to be wealth creators in the next 2-3 years 

#StockMarket…",positive,neutral
@elerianm I told. SP500 is a great opportunity to get 2200 points. https://t.co/AutMjzbBLq,positive,positive
"RT @stonksrus: $twtr $msft $amzn $qqq $fb $nflx $xspa $googl $mrna
$penn $nvda $aapl $spy $spx #Futures $bynd $mark $xspa

What it is ain't…",neutral,neutral
RT @OphirGottlieb: $AAPL Apple cuts iPhone prices in China to keep momentum going as economy continues to reopen https://t.co/Dc3ug1II8N,negative,neutral
$FB facebook still hold its 220 support  plus whatsapp payment start in Brazil.i think this is bullish for fb https://t.co/0u19SoHjCm,positive,neutral
RT @dannyvena: #Teladoc's Preliminary Results Point to a Blockbuster First Quarter @themotleyfool #stocks #telemedicine #telehealth #virtua…,positive,neutral
"Went through $JPM $GS $WFC $BAC earnings transcripts, it seems like consumer side loans are pretty shaky. In terms of tier 1 ratio, $PNC and $BAC are a bit low.",positive,neutral
"Boohoo, Manchester fashion giant, sees revenue soar to £1.2bn as profit tops £92m – Northern Financial Review

⁦@boohoo⁩ ⁦@NastyGal⁩ ⁦@OfficialPLT⁩ ⁦@BaillieGifford⁩ ⁦@SLA_plc⁩
⁦@ASInvestments⁩
⁦@TEMIT⁩ 
#stocks

 https://t.co/FmbeQWDlsr",positive,neutral
$msft The gift that keeps on giving.,positive,neutral
"Will start Live streaming charts every Friday morning on the opening bell. 

#Bitcoin , #stocks  all of that",neutral,neutral
"RT @the_chart_life: The 'Wall of Worry' is losing some bricks. Great for society, but maybe not for stocks? The ""good news selloff"" thesis,…",positive,negative
"Kraft Heinz - Daily
#SP500 
Short Term: Range $31 / $34.
Medium Term: Large range $28 / $34.
Long Term: Large range $20 / $32.
Short Term support $31 must hold the line to prevent correction to $29, $28 and $27.",positive,negative
Forterra Group revenue declined 39% for the five months to 31 May 2020 - https://t.co/BYQ9BHGWfR - $FORT #Trading #Shares #Stocks #Ratings https://t.co/SdCt01hSZj,negative,negative
"While the 4.8 million jobs added in June is a strong number, the U.S. economy is still at more than 10 million net jobs lost during the coronavirus outbreak. #stocks #markets #economy #investing #financialservices #jobs https://t.co/7LTYciJyW9",positive,negative
"RT @JimScalpert: $SPX / $SPY  💯% confirmed Squirrel pattern.

🐿️🐿️🐿️🐿️🐿️🐿️🐿️🥜🌰🥜🌰🥜🌰 https://t.co/ot7FNNT21s",neutral,neutral
How deep would $SPX have to dump before America begged for #NIRP? https://t.co/A4duhI6hjd,negative,neutral
"RT @ETFProfessor: While long-term government yields continue to fall in the United States, yields in other heavily COVID-affected areas hav…",positive,neutral
"JPMorgan Chase Q2 EPS $1.38 Beats $1.04 Estimate, Sales $33.00B Beat $30.29B Estimate $JPM",neutral,neutral
Investors Bancorp $ISBC Scheduled to Post Earnings on Wednesday https://t.co/QqU73xojVY #stocks,neutral,neutral
RT @DisturbedDendro: ALERT! Two-year #postdoc in #Calgary #Alberta focused on assessment and modelling of #OldGrowth #forests of above- and…,neutral,neutral
Peoples Financial Services CORP. Has $3.29 Million Stock Holdings in Pfizer $PFE https://t.co/FBLtEZgK7i,neutral,neutral
RT @Sector_Reports: Changes in Institutional Ownership Signals To Bullish US Stocks: $SLS $VTVT $DUOT https://t.co/EUyMBFseV7 #NASDAQ #NYSE…,positive,neutral
"Shannon referred you so you get a #freestock. Claim your stock now without #investing money first. Win a stock like Netflix $NFLX, Apple $AAPL, Microsoft $MSFT, or Facebook $FB. Sign up and join #Robinhood using my link https://t.co/9Vp20Q8qKz",positive,positive
Weebles Wobble but they Don't Fall Down $FXE $ACWI $FXB $UUP $SPX $FXA $FXC $FXY https://t.co/LEIAtCoFoH,neutral,neutral
RT @247WallSt: Tuesday Top Analyst Upgrades and Downgrades Part 2: $HUM $INTC $KGC $LRCX $MU $MOH $MNTA $NFLX $NEOP $NVDA $QCOM $PETQ $SCCO…,negative,negative
Mastercard update on switched transactions and volume $MA https://t.co/p75eJNWAab,neutral,neutral
Concho Resources Inc $CXO Sees Significant Decrease in Short Interest https://t.co/9hQH7cRpix #stocks,negative,neutral
RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ https://t.co/umuS8WOIKE,neutral,neutral
"Intraday statistics with historical direction for 14 different instruments.
#forextrading #DAX #SP500 #DJIA #natgas #Brent #crude #WTI #ftse100 #nikkei #GOLD #NASDAQ100 #EURUSD #Statistics  #investments #stocks #trading #StockMarket #commodity #Commodities #Futures https://t.co/pF6KzoQfLQ",negative,neutral
"$MSFT Bearish Engulfing
Daily appearances since 2010: 85
Close 5 days later ±:
Avg: 0.79
SD: 1.84
Worst: -3.78
Best: 6.78

10 days later:
Avg: 1.32
SD: 3.23
Worst: -4.94
Best: 18.85

30 days later:
Avg: 2.24
SD: 5.63
Worst: -14.42
Best: 31.26",negative,negative
"RT @TicTocTick: 2871 target 🎯 met

A 50 point zipper

If my work is appreciated, give me ff, a retweet or ur comments so I can reach retail…",neutral,neutral
$AZZ - AZZ Inc. 2021 Q1 - Results - Earnings Call Presentation. https://t.co/CnXPf3OKtO #economy #markets #stocks,neutral,neutral
"#Stocks by Rockers. Rush, lyrics by Peart - Lessons taught but never learned.
All around us anger burns.
Guide the future by the past.
Long ago the mold was cast.

#knowyourlevels #makeitrain 
#patience
$DIA $SPX $SPY $QQQ $IWM $TSLA $FB $AAPL $AMZN $NVDA $NFLX $GOOG #FANG #BANG",negative,neutral
"RT @SharpStreetCap: And just like most of the Nasdaq overvalued 

Stocks always comeback to reality 

$NFLX $AMZN $AAPL $FB $NVDA",negative,negative
"Tracking well to May 9 Plan 

- we slaughtered the move to 127-130 1st target 
- deeper than expected retrace on #C19 fear phase II 
- next stop - rally to 140 on #Truth

#Mando is killing #C19

$DIS $SPY $QQQ https://t.co/9egpP0Ys3r",negative,negative
"RT @TriggerTrades: $SPX Analysis in Under 2 Minutes!

If I should do more of these Like ❤️+ RT 🔄 so I know

$SPY $ES_F https://t.co/TznoR0G…",neutral,neutral
Banks always make money $JPM,positive,neutral
@TheDadInvestor Only one $MSFT,neutral,neutral
"$spy $gspc $aapl $nflx $goog $tsla COVID-19 case tally: 3.97 million cases, 275,527 deaths  https://t.co/GvKAPtnitZ",neutral,neutral
Goldman Sachs Group $GS Price Target Raised to $192.00 at Morgan Stanley https://t.co/MOaaXgYJC4 #stocks,positive,neutral
RT @newsinvesting: #Stocks - U.S. #Futures Higher; More Stimulus on Way - https://t.co/reTfCYJjmz,positive,neutral
"$BLPH jumped 430% on Friday. The next stock we see that might have triple-digit potential is $NOVN

$AYTU $INO $OPK $IBIO $NNVC $MRNA $GILD $AMRN

#stocks #biotech #coronavirus #covid19 #pennystocks #news #novn #blph https://t.co/FevkshNiqP",positive,neutral
RT @AdamMancini4: Excellent follow through from yesterdays $SPX setup and we hit the 2830-2850 first target. Bears have a shot here. The re…,negative,positive
RT @OptionGrail: Added to $DKS chart setup still looks good for continuation $TGT $LOW $HD,positive,positive
"So my point here isn’t to approve or disapprove, but federal reserve is NOT buying bonds from $AAPL - i.e it’s not providing debt financing - $AAPl is one of 794 firms (that run a gamut) whose existing debt the fed is purchasing (frankly not that much of btw) in secondary market. https://t.co/QgRIS7UTHp",negative,negative
"RT @FxWestwater: S&amp;P 500 Rallies as Key Insiders Dump Stock, Traders Add Shorts

- @DailyFX 

$SPX $SPY 

https://t.co/LyrdXSMNWM https://t…",negative,neutral
$SPX earnings estimates by analysts for next 12 months (Y0) only project a 4.3% drop. https://t.co/uJXQhSvVBM,negative,neutral
@DIALWEALTH_IN @nimeshscnbc @Nigel__DSouza @ekta_batra @latha_venkatesh @kothariabhishek @blitzkreigm @dmuthuk @SJosephBurns From @real Donald Trump  ✌️😁 #stocks #finance,neutral,neutral
"RT @Northst18363337: Silver big picture, using a line chart to reduce 'noise' #gold #silver #preciousmetals #fintwit #GDX #HUI #GDXJ #finan…",neutral,neutral
RT @RampCapitalLLC: Imagine not being long into $AMZN earnings https://t.co/R5f5vGVXqS,positive,neutral
"$TROW T. Rowe Price #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/B7BWRcEdMH https://t.co/o91lJzZK3X https://t.co/CuidboglCX",positive,neutral
"100% measured move down possible which happens around the yesterday's low and this is why I think it's possible $SPY $SPX $ES_F
https://t.co/iwFIGZLO6h",negative,neutral
"#MarketUpdate 📊 (May 6th)

Tomorrow we have a Bank of England #interestrate decision and Friday's #NFP numbers are expected to be record-breaking. 
 
We review the #SP500, Silver and #NZDJPY from Monday and take a new look and #SGDJPY.

https://t.co/eOXWxo8we6",neutral,negative
RT @ExactOptionPick: Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/etq7XEbHPQ $NVDA $TSLA $GS $…,neutral,negative
"RT @james_carter89: Here are my top stocks in my portfolio: 

$NOW
$OKTA
$PTON
$SHOP
$TSLA
$TTD
$ZS
$AAPL
$FSLY
$MSFT
$TWLO",positive,neutral
"RT @moneycontrolcom: #MarketsWithMC | Good days ahead for Indian chemicals industry; experts bet on these 10 stocks 👇✍️

#Stocks #StocksToW…",positive,positive
BlackRock Investment Management (UK) Limited short position in CARNIVAL PLC down -0.30% to 0.63% #CCL $CCL #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #ShortSqueeze https://t.co/vM411LdLkR,negative,neutral
"Getting close to BTFD event, maybe next week, $spx https://t.co/tgvf8AI4Ki",neutral,neutral
.@Jefferies it looks like your analyst Brent Thill believes democracy still has some life left to be beaten out of by $FB.,negative,neutral
"RT @aaaamhim: $NE ARTICLE JUST OUT! STOP SLEEPING!💸📈
$SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $M…",negative,neutral
"All today was about $amzn imo

It opened just above my 2909 and first pullback was 2848 then 56

I do have high hopes for $amzn 3117

Those suits who gave $amzn a 3200 3333 rating were nuts but they got it
#es_f $spx $spy https://t.co/T8qJog3UPz",positive,neutral
"RT @LanceRoberts: Great point from @SoberLook this morning. 
Belief is increases in #M2 will support ongoing equity rally. Maybe not.
A sou…",positive,positive
$DIS Welp... https://t.co/i723H9yeE7,neutral,neutral
"RT @TicTocTick: Trade plan July 1:

1. Look for shorts 🩳 tight risk around 3110-3115 for a move down into 3,000

2. Now 3086

3. If ON acti…",negative,neutral
"Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 10-day trail, No Credit Card https://t.co/9SEbatKhcS $AAPL $TSLA $NFLX $ROKU",neutral,neutral
"RT @BrandonVanZee: 06/25/20 - View today's #MarketOutlook from @Market_Scholars

https://t.co/Ol3hj2Jbza

Mentioned: $SPY $IWM $DIA $QQQ $S…",neutral,neutral
"RT @williamoneilco: ""If you miss a stock's initial breakout from a cup with handle, you should keep your eye on it. In time, it may form a…",negative,negative
"RT @AdamMancini4: Happy July 4th weekend! For a month, $SPX built a triangle with 3030 support &amp; 3190 resistance. Explosive move when it br…",positive,positive
"Amazon shares rose past $3,000 for the first time while Tesla extended its five-day rally to over 40%.

$AMZN $TSLA #stockmarkets",positive,neutral
RT @jenny_hegel: Find great deals on Sale Electronics at Kohl's today!  #tech #technology #facebook #stocks #apple #company #business #game…,positive,positive
"Will short a blow off top with volume, not before now. $spx",negative,neutral
already in $AAPL pulled profit!,positive,neutral
"Showtime! Chief &amp; @fjfahey are underway. John Flanagan joins us @ 6:35am CT, David Andalman of https://t.co/QIsS7Tbt1E @ 7:35.

Stream us LIVE today and every weekday morning, 6-8am CT on https://t.co/6IvBdicpPw. #stocks #markets #covid19",neutral,neutral
RT @invest_steady: @sharif_ny The assets make the company more valuable than its current share price. They’re a perfect take out target for…,positive,positive
RT @Nick86294519: @apollotradingsd Aside from my in depth analysis on $C and $JPM that I posted. They got beat down 40% bcz market assumed…,negative,neutral
"RT @stephenpallotta: $tsla stock doesn't have much more growth potential, it's hit the ceiling..... or has it..........

Check out $aapl an…",negative,neutral
"@semodough $DIS would cost over $200 B. Actually, it is likely that the cash is in wrong places. They have consistently been borrowing to fund dividends",negative,negative
"RT @theponzifactor: 📺 Recent interview on @Renegade_Inc

Real [#economic] growth should not be measured by how much a company sells. It sho…",neutral,neutral
RT @Northst18363337: Gold and especially silver could be about to experience one hell of a spike. Stay calm if it does and be ready to take…,negative,neutral
"@dalminium @Skelrad @KeithMcCullough I am not a trader but when I saw $sfm for a long looked into that and will be holding that one for a while, nice to see $JPM target raised this afternoon.
https://t.co/ThZElK1bWd",positive,neutral
"RT @CheddarFlow: Some top opening order flow we caught today
$AMZN $IWM $TSLA 

#stocks #options #optionsflow https://t.co/0DykzHmopc",positive,neutral
$BMTC - Bryn Mawr Bank Corporation 2020 Q1 - Results - Earnings Call Presentation. https://t.co/KzhiPOj6ld #markets #stocks #stockmarket,neutral,neutral
"Ramco systems is a falling knife⬇️⬇️⬇️

Will go back to where bigbull Kedia entered it..

Next level for buying is 70-75.

#Stock2020 #stockmarkets #stocks",positive,neutral
RT @ej23ny: $ATNM phase 3 @ 50% enrollment results 82% failure for the primary endpoint in the control arm vs 80% success of lomab -B. Very…,positive,negative
@amazon $AMZN stock is gonna tank tomorrow,positive,neutral
"Can't play these futures tonight
 
Every bones in my body says buy but I know the right thing to do is sell. Therefore can't do it

$SPX /ES",negative,neutral
Due to widespread #bankruptcy #financialobligations #banks @jpmorgan @WellsFargo @BHHSRealEstate @BBCBerkshire @GoldmanSachs @Chase @Mastercard @visa $AMZN $BABA $F $FB $GM $NFLX $MSFT $NVDA $CHK $RRC $XOM $OIL $UNG #Oil @cnnbrk @CNN @FOXLA,negative,negative
